estimator,"a,a","a,t0","a,beta_v","a,z","t0,a","t0,t0","t0,beta_v","t0,z","beta_v,a","beta_v,t0","beta_v,beta_v","beta_v,z","z,a","z,t0","z,beta_v","z,z"
sample-hessian,0.012767066874197062,-0.5741924532055857,0.3044090450508463,-0.02426758050388653,-0.5741924532055852,0.0030584340903780467,-0.2503798170580675,0.48480405971472973,0.304409045050846,-0.2503798170580675,0.03819547384777594,-0.5621344280543036,-0.024267580503886152,0.4848040597147297,-0.5621344280543035,0.026268750893397322
outer-product,0.012227527590047374,-0.5404414884219947,0.279430009352476,-0.011793341726190135,-0.5404414884219948,0.002868372549548929,-0.23908017320793942,0.5037187977113543,0.27943000935247614,-0.2390801732079395,0.041636817386826806,-0.5818362318433181,-0.011793341726190154,0.5037187977113543,-0.5818362318433181,0.027298974689169846
misspecification-robust,0.013355071958272118,-0.6062570746134238,0.33413070831414315,-0.039045031860341715,-0.606257074613423,0.0032716962848312854,-0.26669003070935654,0.4685145859042091,0.33413070831414254,-0.26669003070935654,0.035134453612245466,-0.5439732795144219,-0.03904503186034081,0.46851458590420875,-0.5439732795144218,0.02533607008316975
autocorrelation-robust,0.013164019481021721,-0.5416973449591377,0.3274685553207723,0.04698735038070291,-0.5416973449591364,0.003151072901839512,-0.2944879197247591,0.46829382968939837,0.32746855532077135,-0.2944879197247591,0.03394616820015818,-0.5196402601864033,0.046987350380703806,0.46829382968939837,-0.519640260186403,0.02625543608304282
sample-hessian,0.012344737998534909,-0.5823873756452951,0.3081938084476161,-0.0456149861807478,-0.5823873756452954,0.0029343965115159725,-0.2665165200837206,0.5068280223136845,0.3081938084476161,-0.2665165200837207,0.03908586738162159,-0.56398474264966,-0.0456149861807478,0.5068280223136845,-0.5639847426496598,0.026245384067177774
outer-product,0.011946878147097663,-0.5455843427686485,0.31572834444099723,-0.004025103094739448,-0.5455843427686486,0.0027079697987737778,-0.26932698259843546,0.5054344647611093,0.3157283444409971,-0.2693269825984353,0.03483202362840322,-0.5208978753874531,-0.004025103094739329,0.5054344647611092,-0.5208978753874529,0.025606781761208952
misspecification-robust,0.012796767210615477,-0.6182042806286322,0.3025115544773359,-0.08908890528792178,-0.6182042806286329,0.0031823188801604896,-0.26414143057212874,0.5091638336604971,0.3025115544773358,-0.264141430572129,0.043895511700167145,-0.6079056192820484,-0.08908890528792168,0.5091638336604971,-0.6079056192820479,0.027099829451733122
autocorrelation-robust,0.013466510375518331,-0.6743456244614852,0.28676308915807935,-0.14993517932445477,-0.6743456244614858,0.0033984644192902843,-0.20394800982474348,0.5015895274045035,0.28676308915807924,-0.20394800982474362,0.04277218188940834,-0.6062520274195108,-0.1499351793244547,0.5015895274045035,-0.6062520274195103,0.026884042964824315
sample-hessian,0.013950708320755739,-0.5848348115301207,0.3077469680713476,-0.03361114147818161,-0.584834811530121,0.0033778625928429454,-0.31346179427470333,0.565838556812891,0.30774696807134744,-0.3134617942747033,0.03948726999750146,-0.566992388194221,-0.033611141478181755,0.5658385568128912,-0.5669923881942212,0.02775377350514476
outer-product,0.015254470443528779,-0.654172795809339,0.3389118486646871,-0.03654440125309155,-0.6541727958093388,0.00382841912576276,-0.22224367997296146,0.41922928654315444,0.33891184866468693,-0.22224367997296143,0.0402961134306537,-0.5466710278905175,-0.036544401253091385,0.41922928654315433,-0.5466710278905174,0.025263496561113888
misspecification-robust,0.012928787865660133,-0.5080850824806192,0.2599077557152497,-0.024520673902305553,-0.5080850824806198,0.0031354864429677673,-0.4006276301248948,0.6961345897986787,0.2599077557152494,-0.4006276301248948,0.039060497392477814,-0.5939085355771664,-0.02452067390230572,0.6961345897986793,-0.5939085355771663,0.030560828145221465
autocorrelation-robust,0.012116562427694943,-0.48386563838827606,0.2500471596825226,-0.06662896008670824,-0.4838656383882768,0.0031360969765616737,-0.4630358202560102,0.7509421046077115,0.25004715968252256,-0.46303582025601,0.03845443475626378,-0.5955808568479458,-0.0666289600867085,0.7509421046077116,-0.5955808568479458,0.03230210876522549
sample-hessian,0.01320035318155412,-0.5765395346762455,0.3068605319736534,-0.02663548004689888,-0.5765395346762459,0.003139252842872664,-0.28206049273613054,0.5285228928576052,0.30686053197365304,-0.28206049273613026,0.03951803057586106,-0.5656988460582146,-0.026635480046898585,0.5285228928576051,-0.5656988460582146,0.02720329735407661
outer-product,0.013437647812998152,-0.600691951480453,0.3254722867178869,-0.059931940744133126,-0.600691951480453,0.003304258474022826,-0.2898312309552916,0.5298880652963137,0.32547228671788697,-0.2898312309552916,0.03935262857690886,-0.5726622336125258,-0.0599319407441331,0.5298880652963137,-0.5726622336125258,0.02713155105471152
misspecification-robust,0.012986518597959053,-0.5517971161126021,0.2882496369374977,0.006030708414412536,-0.5517971161126028,0.002984534706576149,-0.274701636417267,0.5284646465211504,0.2882496369374968,-0.2747016364172664,0.039702339868500566,-0.559036901175365,0.006030708414413086,0.5284646465211504,-0.5590369011753652,0.027294203617176167
autocorrelation-robust,0.013573219180678133,-0.5731662957967117,0.31900369015596786,-0.03772490696786468,-0.5731662957967126,0.0033138455616376133,-0.24940062265948387,0.5397283154485376,0.31900369015596725,-0.24940062265948343,0.04217099978517509,-0.518389356674466,-0.037724906967864104,0.5397283154485374,-0.518389356674466,0.027723153460438604
sample-hessian,0.013487081177092308,-0.564030766486666,0.3016606743684229,0.004240698573700203,-0.5640307664866661,0.003172089204929663,-0.29097235768633756,0.5276080977930616,0.30166067436842287,-0.2909723576863375,0.0384302465521377,-0.5553516655043116,0.004240698573700392,0.5276080977930614,-0.5553516655043115,0.02723830118436866
outer-product,0.014402600344015465,-0.6074663006163395,0.340621108585004,-0.08853950004872935,-0.6074663006163398,0.003756419307654022,-0.3406422676652103,0.6093556203781357,0.340621108585004,-0.34064226766521016,0.038562402796403966,-0.5640049744604355,-0.08853950004872928,0.6093556203781356,-0.5640049744604355,0.02911344323379822
misspecification-robust,0.01272802778704964,-0.5242421404230282,0.2697756178144567,0.08381025877934149,-0.5242421404230283,0.0026805194716093927,-0.24789569734183392,0.44203199946802774,0.2697756178144564,-0.24789569734183384,0.03849062146912468,-0.553180492762957,0.08381025877934203,0.44203199946802724,-0.553180492762957,0.025859574424018043
autocorrelation-robust,0.013015268674244589,-0.5406601747292578,0.28099379296760296,0.08050035936939649,-0.5406601747292579,0.0025935975719339694,-0.14582657332930596,0.3730852975730942,0.2809937929676028,-0.14582657332930557,0.035848677136838696,-0.536905950316696,0.08050035936939673,0.37308529757309344,-0.5369059503166957,0.02501612018993477
sample-hessian,0.013047062133730162,-0.6165231961845192,0.3229347384542144,-0.0650297824964351,-0.6165231961845191,0.003211316808519555,-0.2660186619451869,0.5012609372119629,0.32293473845421444,-0.2660186619451872,0.03799536275582241,-0.5527337219164349,-0.06502978249643514,0.501260937211963,-0.5527337219164348,0.025888197753824213
outer-product,0.014296999554031074,-0.6703824193634202,0.3867287903888688,-0.06602621332078082,-0.6703824193634204,0.0034847319372095197,-0.23824630019498247,0.38093708888969985,0.38672879038886876,-0.2382463001949824,0.038812104866572064,-0.5424164015663483,-0.06602621332078072,0.38093708888969974,-0.5424164015663483,0.024189026899801645
misspecification-robust,0.011999165610099621,-0.5564109147908037,0.24914154033209715,-0.05926334470961075,-0.5564109147908034,0.0030372179521789095,-0.2981269334407452,0.6119729046992939,0.2491415403320973,-0.29812693344074565,0.03752296980826021,-0.5670681103831123,-0.059263344709610824,0.611972904699294,-0.5670681103831121,0.027814555362773066
autocorrelation-robust,0.012109996829462785,-0.6157231916568678,0.2814555756223702,-0.17734421529365618,-0.6157231916568671,0.0030320561426790795,-0.3322812981968952,0.5853083151036796,0.2814555756223702,-0.3322812981968957,0.03787898307145897,-0.5630021848424955,-0.17734421529365585,0.58530831510368,-0.5630021848424953,0.026819275637695216
sample-hessian,0.013082988995259415,-0.5684349839821593,0.29835097519019604,-0.010526340636499307,-0.5684349839821587,0.003137637491664656,-0.29275179712740795,0.5325389407955834,0.298350975190196,-0.2927517971274078,0.03805752059449048,-0.5562487669083688,-0.010526340636499033,0.532538940795583,-0.5562487669083689,0.02691111699481329
outer-product,0.014095307277243507,-0.6048122594128424,0.36833082010036566,-0.06400551111521324,-0.6048122594128426,0.003594540972319499,-0.31238568365375696,0.5677671622980266,0.36833082010036566,-0.31238568365375696,0.0365157026792689,-0.5112000146156634,-0.06400551111521345,0.5677671622980266,-0.5112000146156634,0.02700966922052893
misspecification-robust,0.012199465400354156,-0.5309703442175743,0.22997790425965736,0.03690934356866549,-0.530970344217573,0.0027428885401383383,-0.2826298862264707,0.5053418058212302,0.2299779042596572,-0.2826298862264702,0.03991697328761266,-0.6028698562509066,0.036909343568666014,0.5053418058212295,-0.6028698562509069,0.027113358383516733
autocorrelation-robust,0.011947214735296982,-0.45884264197948205,0.16684826823848226,0.09692636902725255,-0.45884264197948116,0.0028048847191851603,-0.33708604234676226,0.5797273686648287,0.16684826823848214,-0.3370860423467618,0.04005901658179697,-0.6584916380727118,0.09692636902725318,0.5797273686648278,-0.6584916380727119,0.029635157665631493
sample-hessian,0.012813812550285002,-0.5543867744648071,0.26942412774964397,0.05453356762727118,-0.5543867744648073,0.0028456982994400143,-0.261702051248585,0.4817175463078556,0.2694241277496441,-0.26170205124858525,0.0378971023057611,-0.5347426293443822,0.054533567627271004,0.481717546307856,-0.5347426293443822,0.02572740397449714
outer-product,0.01266872032490758,-0.6372423078072269,0.3034765552939831,0.05763782656523107,-0.6372423078072269,0.0026340169860701486,-0.17887495102962572,0.2551719472769894,0.30347655529398293,-0.17887495102962567,0.037347753417310496,-0.511438152171189,0.057637826565231295,0.2551719472769893,-0.5114381521711889,0.02127168761478584
misspecification-robust,0.013005717889887365,-0.4531766560864112,0.22483169909157522,0.06444851630911992,-0.4531766560864116,0.003217041829283738,-0.36243656812162206,0.6624690835581308,0.2248316990915755,-0.3624365681216226,0.03907100703674533,-0.5776607448951802,0.06444851630911948,0.6624690835581315,-0.5776607448951802,0.03196646827580591
autocorrelation-robust,0.013583734679658399,-0.5158937909588195,0.19926192130935963,0.08373405608833355,-0.5158937909588202,0.0032203929382503987,-0.3587939715532966,0.5925241239556946,0.19926192130936002,-0.3587939715532971,0.03814069112357949,-0.6049597260167524,0.08373405608833309,0.5925241239556953,-0.6049597260167524,0.03187138121630021
sample-hessian,0.013013247827066133,-0.564955365832752,0.30826067443946403,-0.03235998629830758,-0.5649553658327521,0.0030654048995609694,-0.2956093091531241,0.5483015710206519,0.30826067443946403,-0.295609309153124,0.040392399095582565,-0.5749581285499035,-0.03235998629830788,0.5483015710206519,-0.5749581285499036,0.027654516878968485
outer-product,0.013275462568274879,-0.5478898092475877,0.30708769911469475,-0.054203353986159934,-0.5478898092475878,0.0033647852400059443,-0.3542246606498636,0.6302028162992256,0.30708769911469475,-0.3542246606498635,0.041723840863074256,-0.5998342944200776,-0.05420335398616005,0.6302028162992256,-0.5998342944200777,0.03102848210809498
misspecification-robust,0.01276215753515547,-0.5823554637710755,0.31076659196764517,-0.012125418790949336,-0.5823554637710752,0.0028138318970355037,-0.24001483386457623,0.45493407859934043,0.310766591967645,-0.24001483386457598,0.03929722554071272,-0.5544862222630664,-0.012125418790949933,0.45493407859934043,-0.5544862222630667,0.024783212483565267
autocorrelation-robust,0.013512323223452848,-0.6314403183569369,0.3337710388280595,-0.066361758663647,-0.6314403183569371,0.0028714150281258844,-0.22347910749632005,0.3712577785619165,0.3337710388280596,-0.2234791074963199,0.03733326547186823,-0.5321722073712291,-0.06636175866364803,0.3712577785619169,-0.5321722073712293,0.022883103157107034
sample-hessian,0.012339379569231054,-0.5715414165396422,0.3104296004037638,-0.030289871973375713,-0.5715414165396421,0.0029115792997196446,-0.2591748140594885,0.48944503682629326,0.31042960040376383,-0.25917481405948833,0.038275055382720885,-0.5600454478453903,-0.030289871973375605,0.489445036826293,-0.5600454478453905,0.02619044738814729
outer-product,0.011905376266207945,-0.5053823808157337,0.26053526264074267,0.007506560541588789,-0.505382380815734,0.002797452752851873,-0.3084217182083229,0.5900562950349808,0.26053526264074284,-0.3084217182083228,0.039651940343938485,-0.5775136745661787,0.007506560541588629,0.5900562950349808,-0.577513674566179,0.029143130976873065
misspecification-robust,0.01284551184931332,-0.6254551680943625,0.35240805379163953,-0.062310317263333095,-0.6254551680943622,0.00310005548689324,-0.2135420069130988,0.3837047075152864,0.3524080537916395,-0.21354200691309827,0.03715090530374861,-0.5473080224146321,-0.06231031726333285,0.38370470751528607,-0.5473080224146324,0.02361928660321876
autocorrelation-robust,0.012687035309899349,-0.6314389142988492,0.34147100523232504,-0.10187910899073263,-0.631438914298849,0.003094362080576488,-0.22972822797478568,0.44931967883399976,0.34147100523232515,-0.2297282279747852,0.03654548657031517,-0.5607965234361463,-0.10187910899073237,0.44931967883399915,-0.5607965234361465,0.024127977113793705
sample-hessian,0.013114697584262109,-0.5674697183613652,0.29736408959788607,-0.015752811253901128,-0.567469718361365,0.0031737831925417624,-0.2933330734389296,0.5353377423938644,0.2973640895978859,-0.29333307343892945,0.03751435246622937,-0.5564077745344478,-0.015752811253900965,0.5353377423938644,-0.5564077745344478,0.02656324760157481
outer-product,0.01303337913795564,-0.5651214284585837,0.31935061143644655,0.01049131984563059,-0.5651214284585834,0.003087019784134708,-0.24949265363999434,0.46418893348903895,0.31935061143644655,-0.24949265363999437,0.03790903080902607,-0.5301523831673775,0.01049131984563059,0.46418893348903884,-0.5301523831673773,0.02497367862917749
misspecification-robust,0.013221532560320786,-0.569750351655976,0.2771517001154589,-0.0424546444326301,-0.5697503516559754,0.0032830083158800105,-0.33865099965894285,0.5991819431096232,0.27715170011545837,-0.33865099965894246,0.037268686082666924,-0.5846648843881279,-0.04245464443262975,0.5991819431096229,-0.5846648843881281,0.02831004135026371
autocorrelation-robust,0.014054681734847472,-0.5387979715041253,0.2712809580778896,-0.011523723284912501,-0.5387979715041248,0.0034590086714306363,-0.4195046721584513,0.6351852886083197,0.27128095807788927,-0.4195046721584509,0.03702079637027045,-0.6049845554871557,-0.011523723284912269,0.6351852886083195,-0.6049845554871559,0.03159125035844306
sample-hessian,0.012924553171431725,-0.6245109453129638,0.31894393594437875,-0.0793069001819824,-0.624510945312964,0.003310683938024908,-0.2532979803975212,0.48891164580360225,0.31894393594437864,-0.253297980397521,0.03726196911007557,-0.5565636805719104,-0.0793069001819826,0.48891164580360225,-0.5565636805719105,0.02571625017679039
outer-product,0.012720922300726021,-0.6310258823423466,0.27153170177137165,-0.06470876494239405,-0.6310258823423467,0.003626811372720801,-0.16944745162396055,0.42405709012006176,0.2715317017713716,-0.16944745162396044,0.037141147554456036,-0.5616956830366898,-0.06470876494239398,0.4240570901200617,-0.5616956830366898,0.025089201697280305
misspecification-robust,0.013215792196471838,-0.6263230329497513,0.35884923456797685,-0.09277879155813887,-0.6263230329497518,0.00307572531652183,-0.33143525656778733,0.5510650967293751,0.3588492345679766,-0.33143525656778694,0.03746358722390218,-0.5512629877786809,-0.09277879155813908,0.5510650967293751,-0.551262987778681,0.02637060625927071
autocorrelation-robust,0.0132827170241087,-0.602133845809552,0.3384505200531169,-0.007806515320403156,-0.6021338458095524,0.002998933280289739,-0.4264181159712459,0.5558487098231147,0.3384505200531169,-0.42641811597124546,0.03460169080266856,-0.5666075141602919,-0.007806515320403548,0.555848709823115,-0.5666075141602919,0.02734368913135799
sample-hessian,0.012438026355865823,-0.5600031521590112,0.2893434779914716,0.004460808228711662,-0.5600031521590115,0.0028751131331032297,-0.2721996603550088,0.5022306384019583,0.2893434779914721,-0.272199660355009,0.03805106438506262,-0.550696376703729,0.0044608082287109704,0.5022306384019587,-0.5506963767037291,0.026104099506826517
outer-product,0.012861845105356646,-0.5863680014472863,0.3183944753922542,-0.015220253579848401,-0.5863680014472865,0.0028977374044896623,-0.26547445090910055,0.4908499988255178,0.31839447539225435,-0.26547445090910055,0.038101788335914495,-0.5304920090590136,-0.015220253579848641,0.490849998825518,-0.5304920090590137,0.025396999976248145
misspecification-robust,0.01203172856418328,-0.5322555121207638,0.25939288112899,0.02440639461449072,-0.5322555121207645,0.0028568186539336426,-0.2809099131953154,0.5144280054306637,0.259392881128991,-0.2809099131953157,0.03805843978693872,-0.5710697155944406,0.024406394614489346,0.5144280054306642,-0.5710697155944406,0.02684076027094251
autocorrelation-robust,0.012481083980282293,-0.5780226009998938,0.2533238877719807,0.013245616310486437,-0.5780226009998943,0.002994473917707873,-0.22311812485833668,0.4785506487168647,0.2533238877719816,-0.223118124858337,0.03860034200554909,-0.5937399058991986,0.01324561631048487,0.47855064871686553,-0.5937399058991989,0.026258397240955283
sample-hessian,0.012627087417359283,-0.5809374913425907,0.29550648580297834,-0.023614560901602952,-0.580937491342591,0.003010932114595412,-0.27328336637786077,0.5125078954381352,0.2955064858029785,-0.27328336637786055,0.038718528281786374,-0.5578831410673516,-0.023614560901603455,0.5125078954381352,-0.5578831410673518,0.026398762598691748
outer-product,0.012078445503491627,-0.6021640438746644,0.2584710438193663,-0.047017332691922244,-0.6021640438746645,0.003146447189047997,-0.26199335515981875,0.5028355501659498,0.2584710438193663,-0.26199335515981875,0.040125697766579746,-0.5820360393186773,-0.0470173326919222,0.5028355501659497,-0.5820360393186772,0.02576473875116018
misspecification-robust,0.013260404833060943,-0.5635072822750773,0.3356281423475772,-0.001304896462661874,-0.5635072822750783,0.00289490959094778,-0.2896903873066128,0.5244934568777444,0.3356281423475779,-0.2896903873066123,0.037515228280733434,-0.5345858227672052,-0.0013048964626629763,0.5244934568777445,-0.5345858227672058,0.027136675557108546
autocorrelation-robust,0.01327667926828444,-0.6485260455437021,0.3609561365857066,-0.11432728877730715,-0.6485260455437026,0.0029484180041047833,-0.3370979374539101,0.524630288456998,0.36095613658570685,-0.33709793745390965,0.03846664137763053,-0.5568040303007771,-0.11432728877730805,0.5246302884569981,-0.5568040303007776,0.025790615824736605
sample-hessian,0.012769376917722168,-0.5940091454139361,0.29222790997695985,-0.035590157416286815,-0.594009145413936,0.0031369402660046683,-0.261241003260273,0.5107787544824012,0.2922279099769598,-0.26124100326027294,0.039144678289774484,-0.5611130589884932,-0.03559015741628693,0.5107787544824013,-0.5611130589884934,0.026579739792758014
outer-product,0.012995386603730688,-0.6529511456390469,0.2787471001097212,-0.1194105294898553,-0.6529511456390472,0.0037012637942612373,-0.24020477187208122,0.5194039172785129,0.2787471001097212,-0.24020477187208122,0.03837339508784129,-0.5693411535134968,-0.11941052948985537,0.519403917278513,-0.5693411535134968,0.02589298505924461
misspecification-robust,0.012772254229823159,-0.541736265377524,0.30674259702227064,0.035844347779509546,-0.5417362653775237,0.002688596269606953,-0.2916718048226083,0.5182212999116967,0.30674259702227036,-0.29167180482260807,0.039962458503985075,-0.5515221034941008,0.035844347779509164,0.5182212999116973,-0.5515221034941012,0.0274698607669116
autocorrelation-robust,0.012515254225447749,-0.5299976871846829,0.3421424964754866,0.051110039684316454,-0.5299976871846825,0.002421456368919648,-0.20861864630829052,0.46697506382988385,0.3421424964754865,-0.2086186463082904,0.04042563122780303,-0.5429880673777993,0.05111003968431634,0.4669750638298842,-0.5429880673777996,0.026729530417431223
sample-hessian,0.013207473687908595,-0.5352130881490936,0.27130866891702815,0.015058834693737986,-0.5352130881490935,0.0031232530636551357,-0.3106049328056532,0.5630164377699022,0.2713086689170284,-0.31060493280565327,0.03908868524461189,-0.5715634953450343,0.015058834693738019,0.5630164377699023,-0.5715634953450344,0.027574177983715344
outer-product,0.013119464070303219,-0.5812864055604974,0.21950545165421795,0.011123377987763144,-0.5812864055604972,0.0032602316377962582,-0.24951459088339112,0.49486176088881634,0.21950545165421798,-0.24951459088339117,0.039652922414831794,-0.5820220178455855,0.011123377987763054,0.4948617608888164,-0.5820220178455855,0.026019313085034895
misspecification-robust,0.01337927732933104,-0.4889688850745245,0.31855409305728444,0.02313513119833308,-0.4889688850745242,0.00302844299438006,-0.370424180169495,0.6277798237400379,0.3185540930572845,-0.3704241801694949,0.0386518709790863,-0.5635866796471729,0.02313513119833333,0.6277798237400382,-0.5635866796471733,0.029281225397824562
autocorrelation-robust,0.013434700990168684,-0.5224381326984764,0.2996348684568052,-0.03887663723929073,-0.5224381326984762,0.0030578915732327617,-0.36096930763969975,0.6265785570013747,0.2996348684568056,-0.3609693076397,0.039454819602708864,-0.6041205576856327,-0.038876637239290815,0.6265785570013751,-0.604120557685633,0.031068369948461915
sample-hessian,0.012834230779484231,-0.5811141450575726,0.296757715121858,-0.014088035614732333,-0.5811141450575725,0.0030757582044733853,-0.24748619139606043,0.4740912275061152,0.2967577151218581,-0.24748619139606062,0.03782158157530659,-0.5572705243446949,-0.014088035614732423,0.4740912275061154,-0.5572705243446949,0.026098214524885477
outer-product,0.013360947670138781,-0.6342658074553329,0.31791510078445057,-0.06593001354327706,-0.6342658074553329,0.0031331724073441975,-0.2621422803529719,0.46290139312915246,0.31791510078445073,-0.26214228035297193,0.03579546038134382,-0.5622913375737179,-0.06593001354327721,0.4629013931291525,-0.5622913375737176,0.025330176439527157
misspecification-robust,0.012358832879437526,-0.5225474267736104,0.27901669997059375,0.036876511402125986,-0.5225474267736104,0.003031008648152651,-0.23631617036278066,0.48878507257647064,0.27901669997059403,-0.23631617036278108,0.040039550281578525,-0.5542201373207756,0.03687651140212587,0.4887850725764708,-0.5542201373207756,0.026967310095253043
autocorrelation-robust,0.013948383195303261,-0.5462848861317158,0.20931573160114253,0.12330750401803142,-0.5462848861317153,0.003184149047884064,-0.10708733099640388,0.3958728106966701,0.20931573160114278,-0.10708733099640433,0.041014123622142414,-0.5148217032751076,0.12330750401803144,0.39587281069667035,-0.5148217032751075,0.02720723743076234
sample-hessian,0.01256354489339511,-0.5653518032660866,0.26870740875429977,-0.0007467599712986636,-0.5653518032660865,0.003069893738084159,-0.27186768396441363,0.5161035764948686,0.26870740875429994,-0.27186768396441396,0.03766259770747572,-0.5564615293888985,-0.0007467599712986954,0.5161035764948688,-0.5564615293888984,0.026181806422306695
outer-product,0.012652656119745458,-0.6195735427790053,0.25749022219332135,-0.008945912059263669,-0.6195735427790056,0.00314454102699738,-0.18413932039244257,0.38484473709960837,0.25749022219332135,-0.18413932039244266,0.03826145101808357,-0.550768978537988,-0.00894591205926359,0.38484473709960837,-0.550768978537988,0.02345938203998725
misspecification-robust,0.012525121826588976,-0.501877698885052,0.2710117285294278,0.015943003171775102,-0.5018776988850517,0.0030729458470659427,-0.3606000676997337,0.6309659686989899,0.271011728529428,-0.3606000676997342,0.03730842636415046,-0.572254399322228,0.015943003171775046,0.6309659686989902,-0.5722543993222278,0.029403169830074967
autocorrelation-robust,0.011745775944541945,-0.5116402364290157,0.2659420313865321,-0.0022444338631589524,-0.5116402364290156,0.0030354882005745407,-0.39082991319858995,0.6579344040684155,0.2659420313865326,-0.39082991319859073,0.03613588196814354,-0.5885625329109256,-0.00224443386315918,0.6579344040684163,-0.5885625329109254,0.028669878441710536
sample-hessian,0.013112985970644907,-0.5668176293268244,0.31328659311587326,-0.03331881000971039,-0.5668176293268243,0.0031555526664164115,-0.3067909706298681,0.5519240365812262,0.313286593115873,-0.30679097062986804,0.03879077989902044,-0.5683133340325945,-0.03331881000971,0.551924036581226,-0.5683133340325945,0.027507715802380102
outer-product,0.01337004972822915,-0.5333621297862289,0.3019097920396702,-0.025783547542332398,-0.5333621297862288,0.003629952873849867,-0.33574550352717764,0.6427123279841381,0.30190979203967017,-0.3357455035271776,0.03761077064305746,-0.5434899757908883,-0.02578354754233257,0.6427123279841381,-0.5434899757908884,0.030544579420164548
misspecification-robust,0.012884937024585662,-0.6029370043243142,0.32806094834668276,-0.05272522025038506,-0.6029370043243139,0.002768746659993901,-0.2875795713054218,0.4546449702996433,0.32806094834668215,-0.28757957130542167,0.04018143104357447,-0.6039325594038355,-0.05272522025038445,0.4546449702996432,-0.6039325594038356,0.025331685724622615
autocorrelation-robust,0.011493719942989786,-0.5392500977290414,0.2874037313427993,0.03504348485656278,-0.5392500977290411,0.0025179794519610207,-0.27689417754701084,0.4129965946710438,0.2874037313427986,-0.27689417754701073,0.04116915857291257,-0.5643603428458136,0.03504348485656363,0.41299659467104344,-0.5643603428458137,0.02340148500415327
sample-hessian,0.012527630580081777,-0.5408504306719871,0.2835342531537495,0.0007066817735674186,-0.5408504306719869,0.0029253902254225994,-0.3118338815945052,0.5562258117343815,0.28353425315374925,-0.3118338815945052,0.03873425768941684,-0.5648271413934798,0.0007066817735676431,0.5562258117343815,-0.5648271413934796,0.027112576204393345
outer-product,0.011980822077519724,-0.5177300903948289,0.22290600716195644,0.01195452650869165,-0.5177300903948291,0.003017231644431096,-0.32127782052611525,0.5870939895698125,0.22290600716195658,-0.32127782052611525,0.0401191848573505,-0.5965235283162238,0.011954526508691546,0.5870939895698125,-0.5965235283162239,0.028122797458169486
misspecification-robust,0.01311584882746964,-0.5646130861145303,0.34467528233986755,-0.01049024105148301,-0.5646130861145298,0.0028450737621640125,-0.3077842115292966,0.5248282651554457,0.3446752823398669,-0.30778421152929647,0.03760703102849808,-0.5332003073322538,-0.010490241051482689,0.5248282651554457,-0.5332003073322535,0.02623238952646354
autocorrelation-robust,0.013416130601394823,-0.5183743481610312,0.28322165461380305,0.1204842469429017,-0.5183743481610309,0.0026826090873675714,-0.2292374797926183,0.46407955622971997,0.2832216546138026,-0.22923747979261822,0.03733918152250128,-0.44071865638419,0.12048424694290218,0.46407955622971986,-0.4407186563841895,0.024799745892650944
sample-hessian,0.012145425809526844,-0.5966903413857526,0.30294690059137697,-0.05594159354257786,-0.5966903413857526,0.0030134794098370635,-0.24566604844380976,0.47861814948834025,0.30294690059137697,-0.2456660484438098,0.03754263467132037,-0.5585166923316888,-0.05594159354257772,0.4786181494883403,-0.5585166923316888,0.025534275790860195
outer-product,0.012198563721320946,-0.6039601676406561,0.33889400761366756,-0.09339836472927804,-0.6039601676406556,0.0029812747047659343,-0.2905046199461339,0.49713872794350195,0.3388940076136675,-0.2905046199461339,0.036945594403741275,-0.581650013431064,-0.09339836472927787,0.4971387279435019,-0.581650013431064,0.025936270563567752
misspecification-robust,0.012106232390952845,-0.5902522008955275,0.2672248316491632,-0.018920309598298164,-0.5902522008955277,0.0030501054654976083,-0.20073104794965058,0.46032835835844604,0.26722483164916344,-0.2007310479496508,0.03824922635692522,-0.5359266986275621,-0.018920309598297866,0.46032835835844615,-0.5359266986275623,0.025164919536565866
autocorrelation-robust,0.01174168994576958,-0.5489538120436637,0.30184589645502685,-0.002551226001829927,-0.5489538120436638,0.003064915133266632,-0.19511699001097782,0.5096421777070153,0.30184589645502685,-0.19511699001097776,0.035593956197327525,-0.5011302629105006,-0.0025512260018295775,0.5096421777070154,-0.5011302629105006,0.024397325490818265
sample-hessian,0.013201815237319699,-0.5901542422494704,0.3253208678225673,-0.039068190509702144,-0.590154242249471,0.00313692119182581,-0.2822780449722817,0.5144885037255243,0.3253208678225673,-0.2822780449722816,0.03853583449118527,-0.5571617730676891,-0.03906819050970266,0.5144885037255248,-0.5571617730676894,0.02673193858209736
outer-product,0.014164525484863816,-0.5921235345574036,0.3227133552508863,-0.024105411968269812,-0.5921235345574037,0.003461998116489491,-0.2998300692127027,0.5596092242642708,0.3227133552508862,-0.29983006921270267,0.03999403017555063,-0.5372214001870967,-0.02410541196826979,0.5596092242642708,-0.5372214001870966,0.028415279750518465
misspecification-robust,0.012319284021909342,-0.5866077758256968,0.33017886675627367,-0.05915129575829622,-0.5866077758256979,0.002844125533098546,-0.2639010486378168,0.46521798986977975,0.3301788667562737,-0.26390104863781655,0.03720354687733113,-0.5789248663844071,-0.05915129575829735,0.4652179898697805,-0.5789248663844075,0.025339901748557662
